player_name,market,line,odds_over,odds_under,game_date,team_abbr,opp_abbr,book
1630560,REB,,,,2025-12-13,BKN,,
1630560,AST,,,,2025-12-13,BKN,,
1630560,FG3M,,,,2025-12-13,BKN,,
1630560,PRA,,,,2025-12-13,BKN,,
1630567,PTS,,,,2025-12-13,TOR,,
1630567,REB,,,,2025-12-13,TOR,,
1630567,AST,,,,2025-12-13,TOR,,
1630567,FG3M,,,,2025-12-13,TOR,,
1630567,PRA,,,,2025-12-13,TOR,,
1630577,PTS,,,,2025-12-13,SAS,,
1630577,REB,,,,2025-12-13,SAS,,
1630577,AST,,,,2025-12-13,SAS,,
1630577,FG3M,,,,2025-12-13,SAS,,
1630577,PRA,,,,2025-12-13,SAS,,
1630578,PTS,,,,2025-12-13,HOU,,
1630578,REB,,,,2025-12-13,HOU,,
1630578,AST,,,,2025-12-13,HOU,,
1630578,FG3M,,,,2025-12-13,HOU,,
1630578,PRA,,,,2025-12-13,HOU,,
1630581,PTS,,,,2025-12-13,CHI,,
1630581,REB,,,,2025-12-13,CHI,,
1630581,AST,,,,2025-12-13,CHI,,
1630581,FG3M,,,,2025-12-13,CHI,,
1630581,PRA,,,,2025-12-13,CHI,,
1630583,PTS,,,,2025-12-13,MEM,,
1630583,REB,,,,2025-12-13,MEM,,
1630583,AST,,,,2025-12-13,MEM,,
1630583,FG3M,,,,2025-12-13,MEM,,
1630583,PRA,,,,2025-12-13,MEM,,
1630591,PTS,,,,2025-12-13,ORL,,
1630591,REB,,,,2025-12-13,ORL,,
1630591,AST,,,,2025-12-13,ORL,,
1630591,FG3M,,,,2025-12-13,ORL,,
1630591,PRA,,,,2025-12-13,ORL,,
1630595,PTS,,,,2025-12-13,DET,,
1630595,REB,,,,2025-12-13,DET,,
1630595,AST,,,,2025-12-13,DET,,
1630595,FG3M,,,,2025-12-13,DET,,
1630595,PRA,,,,2025-12-13,DET,,
1630596,PTS,,,,2025-12-13,CLE,,
1630596,REB,,,,2025-12-13,CLE,,
1630596,AST,,,,2025-12-13,CLE,,
1630596,FG3M,,,,2025-12-13,CLE,,
1630596,PRA,,,,2025-12-13,CLE,,
1630598,PTS,,,,2025-12-13,OKC,,
1630598,REB,,,,2025-12-13,OKC,,
1630598,AST,,,,2025-12-13,OKC,,
1630598,FG3M,,,,2025-12-13,OKC,,
1630598,PRA,,,,2025-12-13,OKC,,
1630700,PTS,,,,2025-12-13,ATL,,
1630700,REB,,,,2025-12-13,ATL,,
1630700,AST,,,,2025-12-13,ATL,,
1630700,FG3M,,,,2025-12-13,ATL,,
1630700,PRA,,,,2025-12-13,ATL,,
1631094,PTS,,,,2025-12-13,ORL,,
1631094,REB,,,,2025-12-13,ORL,,
1631094,AST,,,,2025-12-13,ORL,,
1631094,FG3M,,,,2025-12-13,ORL,,
1631094,PRA,,,,2025-12-13,ORL,,
1631095,PTS,,,,2025-12-13,HOU,,
1631095,REB,,,,2025-12-13,HOU,,
1631095,AST,,,,2025-12-13,HOU,,
1631095,FG3M,,,,2025-12-13,HOU,,
1631095,PRA,,,,2025-12-13,HOU,,
1631096,PTS,,,,2025-12-13,OKC,,
1631096,REB,,,,2025-12-13,OKC,,
1631096,AST,,,,2025-12-13,OKC,,
1631096,FG3M,,,,2025-12-13,OKC,,
1631096,PRA,,,,2025-12-13,OKC,,
1631097,PTS,,,,2025-12-13,IND,,
1631097,REB,,,,2025-12-13,IND,,
1631097,AST,,,,2025-12-13,IND,,
1631097,FG3M,,,,2025-12-13,IND,,
1631097,PRA,,,,2025-12-13,IND,,
1631099,PTS,,,,2025-12-13,SAC,,
1631099,REB,,,,2025-12-13,SAC,,
1631099,AST,,,,2025-12-13,SAC,,
1631099,FG3M,,,,2025-12-13,SAC,,
1631099,PRA,,,,2025-12-13,SAC,,
1631101,PTS,,,,2025-12-13,POR,,
1631101,REB,,,,2025-12-13,POR,,
1631101,AST,,,,2025-12-13,POR,,
1631101,FG3M,,,,2025-12-13,POR,,
1631101,PRA,,,,2025-12-13,POR,,
1631105,PTS,,,,2025-12-13,DET,,
1631105,REB,,,,2025-12-13,DET,,
1631105,AST,,,,2025-12-13,DET,,
1631105,FG3M,,,,2025-12-13,DET,,
1631105,PRA,,,,2025-12-13,DET,,
1631108,PTS,,,,2025-12-13,DAL,,
1631108,REB,,,,2025-12-13,DAL,,
1631108,AST,,,,2025-12-13,DAL,,
1631108,FG3M,,,,2025-12-13,DAL,,
1631108,PRA,,,,2025-12-13,DAL,,
1631114,PTS,,,,2025-12-13,OKC,,
1631114,REB,,,,2025-12-13,OKC,,
1631114,AST,,,,2025-12-13,OKC,,
1631114,FG3M,,,,2025-12-13,OKC,,
1631114,PRA,,,,2025-12-13,OKC,,
1631117,PTS,,,,2025-12-13,UTA,,
1631117,REB,,,,2025-12-13,UTA,,
1631117,AST,,,,2025-12-13,UTA,,
1631117,FG3M,,,,2025-12-13,UTA,,
1631117,PRA,,,,2025-12-13,UTA,,
1631128,PTS,,,,2025-12-13,DEN,,
1631128,REB,,,,2025-12-13,DEN,,
1631128,AST,,,,2025-12-13,DEN,,
1631128,FG3M,,,,2025-12-13,DEN,,
1631128,PRA,,,,2025-12-13,DEN,,
1631157,PTS,,,,2025-12-13,MIL,,
1631157,REB,,,,2025-12-13,MIL,,
1631157,AST,,,,2025-12-13,MIL,,
1631157,FG3M,,,,2025-12-13,MIL,,
1631157,PRA,,,,2025-12-13,MIL,,
1631170,PTS,,,,2025-12-13,MIA,,
1631170,REB,,,,2025-12-13,MIA,,
1631170,AST,,,,2025-12-13,MIA,,
1631170,FG3M,,,,2025-12-13,MIA,,
1631170,PRA,,,,2025-12-13,MIA,,
1631200,PTS,,,,2025-12-13,POR,,
1631200,REB,,,,2025-12-13,POR,,
1631200,AST,,,,2025-12-13,POR,,
1631200,FG3M,,,,2025-12-13,POR,,
1631200,PRA,,,,2025-12-13,POR,,
1631212,PTS,,,,2025-12-13,DEN,,
1631212,REB,,,,2025-12-13,DEN,,
1631212,AST,,,,2025-12-13,DEN,,
1631212,FG3M,,,,2025-12-13,DEN,,
1631212,PRA,,,,2025-12-13,DEN,,
1631221,PTS,,,,2025-12-13,PHX,,
1631221,REB,,,,2025-12-13,PHX,,
1631221,AST,,,,2025-12-13,PHX,,
1631221,FG3M,,,,2025-12-13,PHX,,
1631221,PRA,,,,2025-12-13,PHX,,
1631230,PTS,,,,2025-12-13,PHI,,
1631230,REB,,,,2025-12-13,PHI,,
1631230,AST,,,,2025-12-13,PHI,,
1631230,FG3M,,,,2025-12-13,PHI,,
1631230,PRA,,,,2025-12-13,PHI,,
1631260,PTS,,,,2025-12-13,MIL,,
1631260,REB,,,,2025-12-13,MIL,,
1631260,AST,,,,2025-12-13,MIL,,
1631260,FG3M,,,,2025-12-13,MIL,,
1631260,PRA,,,,2025-12-13,MIL,,
1641705,PTS,,,,2025-12-13,SAS,,
1641705,REB,,,,2025-12-13,SAS,,
1641705,AST,,,,2025-12-13,SAS,,
1641705,FG3M,,,,2025-12-13,SAS,,
1641705,PRA,,,,2025-12-13,SAS,,
1641706,PTS,,,,2025-12-13,CHA,,
1641706,REB,,,,2025-12-13,CHA,,
1641706,AST,,,,2025-12-13,CHA,,
1641706,FG3M,,,,2025-12-13,CHA,,
1641706,PRA,,,,2025-12-13,CHA,,
1641708,PTS,,,,2025-12-13,HOU,,
1641708,REB,,,,2025-12-13,HOU,,
1641708,AST,,,,2025-12-13,HOU,,
1641708,FG3M,,,,2025-12-13,HOU,,
1641708,PRA,,,,2025-12-13,HOU,,
1641709,PTS,,,,2025-12-13,DET,,
1641709,REB,,,,2025-12-13,DET,,
1641709,AST,,,,2025-12-13,DET,,
1641709,FG3M,,,,2025-12-13,DET,,
1641709,PRA,,,,2025-12-13,DET,,
1641710,PTS,,,,2025-12-13,ORL,,
1641710,REB,,,,2025-12-13,ORL,,
1641710,AST,,,,2025-12-13,ORL,,
1641710,FG3M,,,,2025-12-13,ORL,,
1641710,PRA,,,,2025-12-13,ORL,,
1641716,PTS,,,,2025-12-13,IND,,
1641716,REB,,,,2025-12-13,IND,,
1641716,AST,,,,2025-12-13,IND,,
1641716,FG3M,,,,2025-12-13,IND,,
1641716,PRA,,,,2025-12-13,IND,,
1641717,PTS,,,,2025-12-13,OKC,,
1641717,REB,,,,2025-12-13,OKC,,
1641717,AST,,,,2025-12-13,OKC,,
1641717,FG3M,,,,2025-12-13,OKC,,
1641717,PRA,,,,2025-12-13,OKC,,
1641718,PTS,,,,2025-12-13,UTA,,
1641718,REB,,,,2025-12-13,UTA,,
1641718,AST,,,,2025-12-13,UTA,,
1641718,FG3M,,,,2025-12-13,UTA,,
1641718,PRA,,,,2025-12-13,UTA,,
1641730,PTS,,,,2025-12-13,BKN,,
1641730,REB,,,,2025-12-13,BKN,,
1641730,AST,,,,2025-12-13,BKN,,
1641730,FG3M,,,,2025-12-13,BKN,,
1641730,PRA,,,,2025-12-13,BKN,,
1641731,PTS,,,,2025-12-13,WAS,,
1641731,REB,,,,2025-12-13,WAS,,
1641731,AST,,,,2025-12-13,WAS,,
1641731,FG3M,,,,2025-12-13,WAS,,
1641731,PRA,,,,2025-12-13,WAS,,
1641739,PTS,,,,2025-12-13,POR,,
1641739,REB,,,,2025-12-13,POR,,
1641739,AST,,,,2025-12-13,POR,,
1641739,FG3M,,,,2025-12-13,POR,,
1641739,PRA,,,,2025-12-13,POR,,
1641744,PTS,,,,2025-12-13,MEM,,
1641744,REB,,,,2025-12-13,MEM,,
1641744,AST,,,,2025-12-13,MEM,,
1641744,FG3M,,,,2025-12-13,MEM,,
1641744,PRA,,,,2025-12-13,MEM,,
1641750,PTS,,,,2025-12-13,CHA,,
1641750,REB,,,,2025-12-13,CHA,,
1641750,AST,,,,2025-12-13,CHA,,
1641750,FG3M,,,,2025-12-13,CHA,,
1641750,PRA,,,,2025-12-13,CHA,,
1641764,PTS,,,,2025-12-13,GSW,,
1641764,REB,,,,2025-12-13,GSW,,
1641764,AST,,,,2025-12-13,GSW,,
1641764,FG3M,,,,2025-12-13,GSW,,
1641764,PRA,,,,2025-12-13,GSW,,
1641824,PTS,,,,2025-12-13,CHI,,
1641824,REB,,,,2025-12-13,CHI,,
1641824,AST,,,,2025-12-13,CHI,,
1641824,FG3M,,,,2025-12-13,CHI,,
1641824,PRA,,,,2025-12-13,CHI,,
1642259,PTS,,,,2025-12-13,WAS,,
1642259,REB,,,,2025-12-13,WAS,,
1642259,AST,,,,2025-12-13,WAS,,
1642259,FG3M,,,,2025-12-13,WAS,,
1642259,PRA,,,,2025-12-13,WAS,,
1642264,PTS,,,,2025-12-13,SAS,,
1642264,REB,,,,2025-12-13,SAS,,
1642264,AST,,,,2025-12-13,SAS,,
1642264,FG3M,,,,2025-12-13,SAS,,
1642264,PRA,,,,2025-12-13,SAS,,
1642267,PTS,,,,2025-12-13,WAS,,
1642267,REB,,,,2025-12-13,WAS,,
1642267,AST,,,,2025-12-13,WAS,,
1642267,FG3M,,,,2025-12-13,WAS,,
1642267,PRA,,,,2025-12-13,WAS,,
1642270,PTS,,,,2025-12-13,POR,,
1642270,REB,,,,2025-12-13,POR,,
1642270,AST,,,,2025-12-13,POR,,
1642270,FG3M,,,,2025-12-13,POR,,
1642270,PRA,,,,2025-12-13,POR,,
1642273,PTS,,,,2025-12-13,WAS,,
1642273,REB,,,,2025-12-13,WAS,,
1642273,AST,,,,2025-12-13,WAS,,
1642273,FG3M,,,,2025-12-13,WAS,,
1642273,PRA,,,,2025-12-13,WAS,,
1642281,PTS,,,,2025-12-13,CLE,,
1642281,REB,,,,2025-12-13,CLE,,
1642281,AST,,,,2025-12-13,CLE,,
1642281,FG3M,,,,2025-12-13,CLE,,
1642281,PRA,,,,2025-12-13,CLE,,
1642349,PTS,,,,2025-12-13,OKC,,
1642349,REB,,,,2025-12-13,OKC,,
1642349,AST,,,,2025-12-13,OKC,,
1642349,FG3M,,,,2025-12-13,OKC,,
1642349,PRA,,,,2025-12-13,OKC,,
1642377,PTS,,,,2025-12-13,MEM,,
1642377,REB,,,,2025-12-13,MEM,,
1642377,AST,,,,2025-12-13,MEM,,
1642377,FG3M,,,,2025-12-13,MEM,,
1642377,PRA,,,,2025-12-13,MEM,,
1642843,PTS,,,,2025-12-13,DAL,,
1642843,REB,,,,2025-12-13,DAL,,
1642843,AST,,,,2025-12-13,DAL,,
1642843,FG3M,,,,2025-12-13,DAL,,
1642843,PRA,,,,2025-12-13,DAL,,
1642845,PTS,,,,2025-12-13,PHI,,
1642845,REB,,,,2025-12-13,PHI,,
1642845,AST,,,,2025-12-13,PHI,,
1642845,FG3M,,,,2025-12-13,PHI,,
1642845,PRA,,,,2025-12-13,PHI,,
1642847,PTS,,,,2025-12-13,NOP,,
1642847,REB,,,,2025-12-13,NOP,,
1642847,AST,,,,2025-12-13,NOP,,
1642847,FG3M,,,,2025-12-13,NOP,,
1642847,PRA,,,,2025-12-13,NOP,,
1642851,PTS,,,,2025-12-13,CHA,,
1642851,REB,,,,2025-12-13,CHA,,
1642851,AST,,,,2025-12-13,CHA,,
1642851,FG3M,,,,2025-12-13,CHA,,
1642851,PRA,,,,2025-12-13,CHA,,
1642852,PTS,,,,2025-12-13,NOP,,
1642852,REB,,,,2025-12-13,NOP,,
1642852,AST,,,,2025-12-13,NOP,,
1642852,FG3M,,,,2025-12-13,NOP,,
1642852,PRA,,,,2025-12-13,NOP,,
1642883,PTS,,,,2025-12-13,CHA,,
1642883,REB,,,,2025-12-13,CHA,,
1642883,AST,,,,2025-12-13,CHA,,
1642883,FG3M,,,,2025-12-13,CHA,,
1642883,PRA,,,,2025-12-13,CHA,,
1642907,PTS,,,,2025-12-13,MEM,,
1642907,REB,,,,2025-12-13,MEM,,
1642907,AST,,,,2025-12-13,MEM,,
1642907,FG3M,,,,2025-12-13,MEM,,
1642907,PRA,,,,2025-12-13,MEM,,
